1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
